,starre Verschiebung,Erster Durchlauf,Interpolation,Zweiter Durchlauf,Fehlerkorrektur
Experiment 6 Lenses 200 (21 Bildpaare),0.18691921985615195,0.3405956474173415,0.23107144147020722,79.72598200118108,19.072548635484566
Experiment 6 Lenses 500 (11 Bildpaare),0.18709166025039425,0.3377158981317952,0.22883360283909496,80.11601932952097,18.690364086602454
Experiment 6 Lenses 1500 (14 Bildpaare),0.1903739421351776,0.3380099562158275,0.2263606975588757,80.31419769037124,18.4887454863863
Lenses Set 1 (10 Bildpaare),0.0020316833238304454,0.04465269259147639,1.073754563532497,94.15198927929619,0.32751469449136134
Lenses Set 2 (5 Bildpaare),0.002050660521782045,0.04468922625531401,1.0992846869761603,94.3677447594122,0.08415969993204717
Lenses Set 3 (1 Bildpaare),0.002089592667005068,0.04088864267771209,1.0047378720059605,85.91295768153057,8.959718400102759
Lenses Set 3 (2 Bildpaare),0.002010882020973912,0.042163599992670144,0.9898527942185157,89.19527673494136,5.5472646908932886
