,starre Verschiebung,Erster Durchlauf,Interpolation,Zweiter Durchlauf,Fehlerkorrektur
Lenses 200 (21 Bildpaare),0.186919219856152,0.340595647417341,0.231071441470207,79.7259820011811,19.0725486354846
Lenses 500 (11 Bildpaare),0.187091660250394,0.337715898131795,0.228833602839095,80.116019329521,18.6903640866025
Lenses 1500 (14 Bildpaare),0.190373942135178,0.338009956215827,0.226360697558876,80.3141976903713,18.4887454863863
