,{/Times:Italic compiled},{/Times:Italic numba},{/Times:Italic cython},{/Times:Italic compiled-advanced}
Set 1 (10 Bildpaare),1.03557711748221,0.862318491491462,1.01136891813036,1.00496710614242
Set 2 (5 Bildpaare),1.01793436688222,0.890238511546058,0.977208773532372,1.00447660361228
Set 3 (1 Bildpaar),1.01454252528083,0.911491690540867,1.00314360520749,1.00018701334172
Set 3 (2 Bildpaare),1.00764681560757,0.881587042028774,0.980847128450462,0.999594759591794
