,Präprozessierschritte,Speckle-Tracking,Gradientenintegration
Set 1 (10 Bildpaare),0.114702617883265,95.6006398773704,4.28465750474638
Set 2 (5 Bildpaare),0.117911688507123,95.5986556079573,4.28343270353555
Set 3 (1 Bildpaar),0.12057273616617,95.9209502192304,3.9584770446034
Set 3 (2 Bildpaare),0.119188059134784,95.7773093561059,4.10350258475934
