,Template-Matching,Subpixel-Interpolation,Rest zweiter Durchlauf,Interpolation,Gradientenintegration
Lenses 200 (21 Bildpaare),11.4597197402616,82.0977414845011,5.22607049849943,0.231071441470207,0.318476053618029
Lenses 500 (11 Bildpaare),11.3000148380677,82.3067364409253,5.18476950806996,0.228833602839095,0.315753432597234
Lenses 1500 (14 Bildpaare),11.3324027968234,82.3336221123374,5.12196445094942,0.226360697558876,0.318255643507384
