,starre Verschiebung,Erster Durchlauf,Interpolation,Zweiter Durchlauf,Fehlerkorrektur
Set 1 (10 Bildpaare),0.00203168332383,0.044652692591476,1.0737545635325,94.1519892792962,0.327514694491361
Set 2 (5 Bildpaare),0.002050660521782,0.044689226255314,1.09928468697616,94.3677447594122,0.084159699932047
Set 3 (1 Bildpaar),0.002089592667005,0.040888642677712,1.00473787200596,85.9129576815306,8.95971840010276
Set 3 (2 Bildpaare),0.002010882020974,0.04216359999267,0.989852794218515,89.1952767349414,5.54726469089329
