,Präprozessierschritte,Speckle-Tracking,Gradientenintegration
Experiment 6 Lenses 200 (21 Bildpaare),0.124353405071259,99.5571705413107,0.318476053618029
Experiment 6 Lenses 500 (11 Bildpaare),0.124160935903859,99.5600856314989,0.315753432597234
Experiment 6 Lenses 1500 (14 Bildpaare),0.124003289246603,99.557741067246,0.318255643507384
Lenses Set 1 (10 Bildpaare),0.114702617883265,95.6006398773704,4.28465750474638
Lenses Set 2 (5 Bildpaare),0.117911688507123,95.5986556079573,4.28343270353555
Lenses Set 3 (1 Bildpaar),0.12057273616617,95.9209502192304,3.9584770446034
Lenses Set 3 (2 Bildpaare),0.119188059134784,95.7773093561059,4.10350258475934
