,detector distortion (25 images),experiment 6 lenses 200 (21 image pairs),experiment 6 lenses 500 (11 image pairs),experiment 6 lenses 1500 (14 image pairs),lenses set 1 (10 image pairs),lenses set 2 (5 image pairs),lenses set 3 (1 image pair),lenses set 3 (2 image pairs)
1,8442.7252334,11522.8960492,6099.830631,7705.849464199999,10787.8721762,5381.3587782,1166.925994,2252.2256168
