,detector distortion (25 images),experiment 6 lenses 200 (21 image pairs),experiment 6 lenses 500 (11 image pairs),experiment 6 lenses 1500 (14 image pairs),lenses set 1 (10 image pairs),lenses set 2 (5 image pairs),lenses set 3 (1 image pair),lenses set 3 (2 image pairs)
1,13.488946967359999,550.6878609047619,556.5039616545455,552.3970344142857,1090.76147628,1088.31481932,1179.5794796,1138.1229429
