,Präprozessierschritte,Speckle-Tracking,Gradientenintegration
Detector Distortion (25 Bilder),0.1644504448051265,99.83554955519487,0.0
Experiment 6 Lenses 200 (21 Bildpaare),0.12435340507125942,99.55717054131071,0.3184760536180295
Experiment 6 Lenses 500 (11 Bildpaare),0.12416093590385896,99.56008563149891,0.3157534325972337
Experiment 6 Lenses 1500 (14 Bildpaare),0.12400328924660281,99.55774106724601,0.31825564350738395
Lenses Set 1 (10 Bildpaare),0.11470261788326486,95.60063987737036,4.28465750474638
Lenses Set 2 (5 Bildpaare),0.11791168850712275,95.59865560795733,4.283432703535551
Lenses Set 3 (1 Bildpaare),0.12057273616616992,95.92095021923043,3.958477044603396
Lenses Set 3 (2 Bildpaare),0.11918805913478447,95.77730935610587,4.103502584759341
